word,Pozitivitate,Negativitate,Furie,Anticipare,Dezgust,Frica,Bucurie,Tristete,Surpriza,Incredere
corporal,1,0,0,0,0,0,0,0,0,0
corporație,1,0,0,0,0,0,0,0,0,1
corupt,0,1,0,0,0,0,0,0,0,0
corupție,0,1,0,0,1,0,0,0,0,0
corvoadă,0,1,0,0,0,0,0,0,0,0
coșmar,0,1,0,0,0,1,0,0,0,0
cosmopolit,1,0,0,0,0,0,0,0,0,1
cot,0,0,1,0,0,0,0,0,0,0
coteț,0,1,1,0,1,0,0,0,0,0
cotlet,0,1,0,0,0,0,0,0,0,0
cracare,0,1,0,0,0,0,0,0,0,0
crăpat,0,1,1,0,0,1,0,0,0,0
crăpătură,0,1,0,0,0,0,0,0,0,0
crawl,0,1,0,0,1,0,0,0,0,0
crea,1,0,0,0,0,0,1,0,0,0
creator,1,0,0,0,0,0,0,0,0,0
creatură,0,1,0,0,1,1,0,0,0,0
credibile,1,0,0,0,0,0,0,0,0,1
credibilitate,1,0,0,0,0,0,0,0,0,1
credincios,0,0,0,0,0,0,0,0,0,1
credincios,1,0,0,0,0,0,0,0,0,1
credincios,1,0,0,0,0,0,0,0,0,1
credință,1,0,0,1,0,0,1,0,0,1
credit,1,0,0,0,0,0,0,0,0,1
creditate,1,0,0,0,0,0,0,0,0,0
credul,0,1,0,0,0,0,0,1,0,1
creier,1,0,0,0,0,0,0,0,0,0
crescendo,1,0,0,1,0,0,1,0,1,1
crește,1,0,0,1,0,0,1,0,0,1
crește,1,0,0,0,0,0,0,0,0,0
creștere,1,0,0,0,0,0,0,0,0,0
crezare,1,0,0,0,0,0,0,0,0,1
crezut,0,0,0,0,0,0,0,0,0,1
crimă,0,1,1,0,0,0,0,0,0,0
crimă,0,1,0,0,0,0,0,0,0,0
crimă,0,1,1,0,1,1,0,1,1,0
criminal,0,1,1,0,1,1,0,0,0,0
criminalitate,0,1,1,0,1,1,0,0,0,0
criptă,0,1,0,0,0,1,0,1,0,0
cristal,1,0,0,0,0,0,0,0,0,0
critic,0,1,0,0,0,0,0,0,0,0
critica,0,1,0,0,0,0,0,0,0,0
critica,0,1,1,0,1,1,0,1,0,0
critică,0,1,1,0,0,0,0,1,0,0
critică,1,0,0,0,0,0,0,0,0,0
critter,0,0,0,0,1,0,0,0,0,0
criză,0,1,0,0,0,0,0,0,0,0
crocant,0,1,0,0,0,0,0,0,0,1
crocodil,0,0,0,0,0,1,0,0,0,0
cronic,0,1,0,0,0,0,0,1,0,0
cronică,1,0,0,0,0,0,0,0,0,1
cruce,0,1,1,0,0,1,0,1,0,0
cruciadă,0,1,1,0,0,1,0,0,0,0
crucial,1,0,0,0,0,0,0,0,0,1
cruciat,0,1,0,0,0,0,0,0,0,0
crud,0,1,1,0,1,1,0,1,0,0
crud,0,1,1,0,0,1,0,0,0,0
cruzime,0,1,1,0,1,1,0,1,0,0
cu dragă inimă,1,0,0,1,0,0,1,0,0,1
cu forța,0,1,1,0,0,1,0,0,0,0
cu putere,1,0,0,0,0,1,0,0,0,0
cu siguranță,0,0,0,0,0,0,0,0,0,1
cub,0,0,0,0,0,0,0,0,0,1
cuc,0,1,0,0,0,0,0,0,0,0
cucerire,0,1,1,0,0,1,0,0,0,0
cufundar,0,1,0,0,1,0,0,0,0,0
cuib,0,0,0,0,0,0,0,0,0,1
cuier,0,1,0,0,0,0,0,1,0,0
culinar,1,0,0,0,0,0,0,0,0,1
culme,1,0,0,0,0,0,0,0,0,0
culoare,1,0,0,0,0,0,0,0,0,0
culpabilitate,0,1,0,0,0,0,0,0,0,0
cult,0,1,0,0,0,1,0,0,0,0
cult,1,0,0,1,0,1,1,0,0,1
cultiva,1,0,0,1,0,0,0,0,0,1
cultivare,1,0,0,0,0,0,0,0,0,0
cultivat,1,0,0,0,0,0,0,0,0,0
cultură,1,0,0,0,0,0,0,0,0,0
cuminte,1,0,0,1,0,0,0,0,0,1
cumpărături,1,0,0,1,0,0,1,0,1,1
cumpătare,1,0,0,0,0,0,0,0,0,0
cunoscător,1,0,0,0,0,0,1,0,0,1
cunoscător în,1,0,0,0,0,0,0,0,0,0
cunoștință,0,1,0,0,0,0,0,0,0,0
cunoștințe,1,0,0,0,0,0,0,0,0,0
cuprinzător,1,0,0,0,0,0,0,0,0,0
cuptor,0,0,1,0,0,0,0,0,0,0
cur,0,1,0,0,0,0,0,0,0,0
curaj,1,0,0,0,0,0,0,0,0,0
curaj,1,0,0,0,0,0,1,0,0,1
curajos,1,0,0,0,0,1,0,0,0,0
curat,1,0,0,0,0,0,1,0,0,1
curat,1,0,0,0,0,0,0,0,0,0
curat,1,0,0,0,0,0,0,0,0,0
curăța,1,0,0,0,0,0,0,0,0,0
curățare,1,0,0,0,0,0,0,0,0,0
curățenie,1,0,0,0,0,0,0,0,0,0
curățenie,1,0,0,0,0,0,0,0,0,0
curea,0,1,1,0,0,1,0,0,0,0
curge,0,1,0,0,0,0,0,0,0,0
curier,0,0,0,0,0,0,0,0,0,1
curiozitate,1,0,0,1,0,0,0,0,1,0
curl,1,0,0,0,0,0,0,0,0,0
cursă,0,1,0,0,0,1,0,1,0,0
curte,1,0,0,1,0,0,1,0,0,1
curtoazie,1,0,0,0,0,0,0,0,0,0
curvă,0,1,0,0,1,0,0,0,0,0
cușcă,0,1,0,0,0,0,0,1,0,0
custode,0,0,0,0,0,0,0,0,0,1
custodie,0,0,0,0,0,0,0,0,0,1
cusur,0,1,1,0,1,1,0,1,0,0
cutie,0,1,0,0,0,1,0,1,0,0
cutremur,0,1,1,0,0,1,0,1,1,0
cutthroat,0,1,1,0,0,1,0,0,0,0
cuvânt,1,0,0,0,0,0,0,0,0,1
da de gol,0,1,0,0,0,0,0,0,0,0
daemon,0,1,1,0,1,1,0,1,1,0
daltă,1,0,0,0,0,0,0,0,0,0
dană,1,0,0,0,0,0,0,0,0,0
dandy,0,1,0,0,1,0,0,0,0,0
dans,1,0,0,0,0,0,1,0,0,1
dantelă,1,1,1,0,0,1,0,1,0,1
dărâma,0,1,0,0,0,0,0,0,0,0
dărăpănat,0,1,0,0,1,0,0,1,0,0
dăruire,1,0,0,0,0,0,0,0,0,0
datorie,0,1,0,0,0,0,0,1,0,0
daune,0,1,0,0,0,0,0,1,0,0
de acord,1,0,0,0,0,0,0,0,0,1
de acord,1,0,0,0,0,0,0,0,0,1
de bază,0,0,0,0,0,0,0,0,0,1
de bronz,0,1,1,0,0,0,0,0,0,0
de bun augur,1,0,0,1,0,0,1,0,0,0
de conversație,1,0,0,0,0,0,0,0,0,0
de cooperare,1,0,0,0,0,0,0,0,0,1
de felicitare,1,0,0,0,0,0,1,0,0,0
de guvernator,1,0,0,0,0,0,0,0,0,1
de încheiere,1,0,0,0,0,0,0,0,0,0
de învățământ,1,0,0,0,0,0,0,0,0,1
de lucru,1,0,0,0,0,0,0,0,0,0
de măsurare,0,0,0,0,0,0,0,0,0,1
de mireasă,1,0,0,1,0,0,1,0,0,1
de succes,1,0,0,1,0,0,1,0,0,1
de urs,0,0,1,0,0,1,0,0,0,0
de-a dreptul,0,0,0,0,0,0,0,0,0,1
debitor,0,1,0,0,0,0,0,0,0,0
decalaj,0,1,0,0,0,0,0,0,0,0
decăzut,0,1,0,0,1,0,0,1,0,0
decedat,0,1,0,0,0,0,0,1,0,0
decent,1,0,0,0,0,0,0,0,0,0
decență,1,0,0,0,0,0,0,0,0,0
deces,0,1,0,0,0,1,0,1,0,0
decizie dată de o autoritate locală,0,0,0,0,0,0,0,0,0,1
declarație,1,0,0,0,0,0,0,0,0,1
declarativ,1,0,0,0,0,0,0,0,0,0
declin,0,1,0,0,0,0,0,0,0,0
declinație,0,1,0,0,0,0,0,0,0,0
decolorare,0,1,0,0,1,0,0,0,0,0
decolorare,0,1,0,0,0,0,0,0,0,0
decolorat,0,1,0,0,1,0,0,1,0,0
deconecta,0,1,0,0,0,0,0,1,0,0
deconectare,0,1,0,0,0,0,0,0,0,0
decrementare,0,1,0,0,0,0,0,0,0,0
decrepit,0,1,0,0,0,0,0,0,0,0
decuplat,0,1,0,0,0,0,0,1,0,0
deduce,0,1,0,0,0,0,0,0,0,0
defăimare,0,1,0,0,1,1,0,0,0,0
defăimător,0,1,1,0,0,0,0,0,0,0
defect,0,1,1,0,0,0,0,0,0,0
defect,0,1,0,0,1,0,0,0,0,0
defect,0,1,0,0,0,0,0,1,0,0
defect,0,1,0,0,0,0,0,0,0,0
defect,0,1,0,0,0,0,0,1,0,0
deferență,1,0,0,0,0,0,0,0,0,1
deficiență,0,1,0,0,0,0,0,0,0,0
deficit,0,1,0,0,0,0,0,0,0,0
definitiv,1,0,0,0,0,0,0,0,0,1
deflație,0,1,0,0,0,1,0,0,0,0
deforma,0,1,0,0,1,0,0,0,0,0
deformare,0,1,0,0,1,1,0,1,0,0
deformare,0,1,0,0,0,0,0,0,0,0
deformat,0,1,0,0,1,0,0,1,0,0
deformat,0,1,0,0,1,0,0,0,0,0
defunct,0,1,0,0,0,0,0,1,0,0
degajare,1,0,0,0,0,0,0,0,0,1
degenerare,0,1,1,0,1,0,0,1,0,0
degenerat,0,1,0,0,0,0,0,0,0,0
degerături,0,1,0,0,0,0,0,0,0,0
degrada,0,1,0,0,1,0,0,0,0,0
degradant,0,1,0,0,1,1,0,1,0,0
degradare,0,1,0,0,0,0,0,0,0,0
dejucate,0,1,0,0,0,0,0,0,0,0
delapidare,0,1,0,0,0,0,0,0,0,0
delegat,1,0,0,0,0,0,0,0,0,1
delfin,1,0,0,0,0,0,1,0,1,1
deliberat,1,0,0,0,0,0,0,0,0,0
delicioase,1,0,0,0,0,0,0,0,0,0
delicios,1,0,0,0,0,0,1,0,0,0
delict,0,1,1,0,1,1,0,1,0,0
delincvent,0,1,1,0,1,0,0,0,0,0
delincvență,0,1,0,0,0,0,0,0,0,0
delir,0,1,0,0,1,0,0,1,0,0
delirant,0,1,0,0,0,0,0,1,0,0
deliranta,0,1,1,0,0,1,0,0,0,0
dement,0,1,0,0,0,1,0,0,0,0
demență,0,1,0,0,0,1,0,1,0,0
demisie,0,1,0,0,0,0,0,1,1,0
demisiona,0,1,1,0,1,1,0,1,0,0
demisionat,0,1,0,0,0,0,0,1,0,0
demn,1,0,0,0,0,0,0,0,0,0
demnitate,1,0,0,0,0,0,0,0,0,1
democrație,1,0,0,0,0,0,0,0,0,0
demola,0,1,1,0,0,0,0,1,0,0
demolare,0,1,0,0,0,0,0,0,0,0
demon,0,1,1,0,1,1,0,1,0,0
demon,0,1,1,0,1,1,0,0,0,0
demonic,0,1,1,0,1,1,0,1,0,0
demonstrabil,1,0,0,0,0,0,0,0,0,0
demonstrativ,1,0,0,0,0,0,1,1,0,0
demoralizat,0,1,0,0,0,1,0,1,0,0
denumire,0,0,0,0,0,0,0,0,0,1
denunța,0,1,1,0,1,0,0,0,0,0
denunțare,0,1,1,0,1,1,0,0,0,0
departe,0,1,0,0,0,0,0,0,0,0
depăși,1,0,0,1,0,0,1,0,0,0
dependent,1,1,0,0,0,0,0,0,0,1
dependenta,0,1,0,0,0,0,0,0,0,0
dependență,0,1,0,0,0,1,0,1,0,0
dependență,0,1,0,0,0,0,0,0,0,0
depinde,0,0,0,1,0,0,0,0,0,1
deplânge,0,1,1,0,1,0,0,1,0,0
deplasa,0,1,0,0,0,0,0,0,0,0
deplinătate,1,0,0,0,0,0,0,0,0,0
deplorabil,0,1,1,0,1,1,0,1,0,0
deporta,0,1,0,0,0,1,0,1,0,0
deportare,0,1,1,0,0,1,0,1,0,0
deposedat,0,1,1,0,0,1,0,1,0,0
depozitar,0,0,0,0,0,0,0,0,0,1
depravare,0,1,1,0,1,0,0,0,0,0
depravat,0,1,1,1,1,1,0,1,0,0
deprecia,0,1,1,0,1,0,0,0,0,0
depreciat,0,1,1,0,1,1,0,1,0,0
depreciere,0,1,0,0,0,1,0,0,0,0
depresiune,0,1,0,0,0,0,0,1,0,0
depresive,0,1,0,0,0,0,0,1,0,0
deprima,0,1,0,0,0,1,0,1,0,0
deprimant,0,1,0,0,1,0,0,1,0,0
deprimant,0,1,0,0,0,0,0,1,0,0
deprimare,0,1,0,0,0,0,0,1,0,0
deprimat,0,1,1,0,0,1,0,1,0,0
deputat,0,0,0,0,0,0,0,0,0,1
derâdere,0,1,1,0,1,0,0,0,0,0
deranja,0,1,1,0,1,0,0,0,0,0
deranja,0,1,0,0,0,0,0,0,0,0
deranjat,0,1,1,0,1,1,0,0,0,0
deranjat,0,1,1,0,0,0,0,1,0,0
deranjează,0,1,1,0,0,0,0,1,0,0
dermatolog,0,0,0,0,0,0,0,0,0,1
derogare,0,1,1,0,1,1,0,1,0,0
desăvârșit,1,0,0,0,0,0,0,0,0,0
descalifica,0,1,0,0,0,0,0,1,0,0
descalificare,0,1,0,0,0,0,0,0,0,0
descalificat,0,1,1,0,1,0,0,1,0,0
descărcare,0,1,0,0,0,0,0,0,0,0
descărnat,0,1,0,0,0,1,0,1,0,0
descompune,0,0,0,0,1,0,0,0,0,0
descompunere,0,1,0,0,0,1,0,1,0,0
descompunere,0,1,0,0,1,1,0,1,0,0
descompus,0,0,0,0,0,0,0,1,0,0
descoperi,0,0,0,0,0,0,0,0,1,0
descoperire,1,0,0,0,0,0,0,0,0,0
descriptiv,1,0,0,0,0,0,0,0,0,0
descuraja,0,1,0,0,0,1,0,1,0,0
descurajare,0,1,0,0,0,0,0,0,0,0
deșert,0,1,1,0,1,1,0,1,0,0
deserviciu,0,1,1,0,1,0,0,1,0,0
deșeuri,0,1,0,0,1,0,0,0,0,0
deșeurilor,0,1,0,0,0,0,0,0,0,0
desface,0,1,1,1,0,0,0,0,0,1
desfășura,1,0,0,1,0,0,0,0,0,0
desfigurat,0,1,1,0,1,1,0,1,0,0
desfigurat,0,1,0,0,1,0,0,0,0,0
desființa,0,1,1,0,0,0,0,0,0,0
desființare,0,1,0,0,0,0,0,0,0,0
despăgubire,1,0,0,0,0,0,0,0,0,0
despărți,0,1,0,0,0,0,0,1,0,0
despica,0,0,0,0,0,1,0,0,0,0
Despică,0,1,0,0,0,0,0,0,0,0
despotic,0,1,0,0,0,1,0,0,0,0
despotism,0,1,1,0,1,1,0,1,0,0
destăinui,0,0,0,0,0,0,0,0,0,1
destinatar,0,0,0,1,0,0,0,0,0,0
destinație,1,0,0,1,0,1,1,1,1,0
destul de,1,0,0,0,0,0,0,0,0,1
detașare,0,1,0,0,0,0,0,0,0,0
detecta,1,0,0,0,0,0,0,0,0,0
detectare,1,0,0,0,0,0,0,0,0,0
detenție,0,1,0,0,0,0,0,1,0,0
deteriora,0,1,1,0,1,0,0,1,0,0
deteriora,0,1,0,0,0,1,0,1,0,0
deteriora,0,1,0,0,0,0,0,0,0,0
deteriorare,0,1,1,0,1,1,0,1,0,0
deteriorare,0,1,0,0,0,0,0,0,0,0
deteriorat,0,1,0,0,1,0,0,1,0,0
determinare,1,0,0,0,0,0,0,0,0,1
determinat,0,0,0,1,0,0,0,0,0,1
determinat,1,0,0,0,0,0,0,0,0,0
detesta,0,1,1,0,1,1,0,0,0,0
detesta,0,1,1,0,1,0,0,0,0,0
detesta,0,1,1,0,1,0,0,0,0,0
deținut,0,1,1,1,0,1,0,1,0,0
detona,0,1,0,0,0,1,0,0,1,0
detonație,0,0,1,0,0,0,0,0,0,0
detritus,0,1,0,0,0,0,0,0,0,0
devasta,0,1,1,0,0,1,0,1,0,0
devastare,0,1,1,0,0,1,0,1,1,0
devastator,0,1,1,0,1,1,0,1,0,1
devora,0,1,0,0,0,0,0,0,0,0
devora,0,0,0,1,0,0,0,0,0,0
dexteritate,1,0,0,0,0,0,0,0,0,0
dezacord,0,1,1,0,0,0,0,1,0,0
dezacord,0,1,1,0,0,0,0,1,0,0
dezactiva,0,1,0,0,0,0,0,0,0,0
dezactivați,0,1,0,0,0,1,0,1,0,0
dezagreabil,0,1,0,0,1,0,0,0,0,0
dezamăgi,0,1,1,0,1,0,0,1,0,0
dezamăgire,0,1,0,0,1,0,0,1,0,0
dezamăgit,0,1,1,0,1,0,0,1,0,0
dezamăgitor,0,1,0,0,0,0,0,1,0,0
dezaproba,0,1,1,0,1,1,0,1,0,0
dezaprobare,0,1,0,0,0,0,0,1,0,0
dezaprobator,0,1,1,0,1,0,0,1,0,0
dezastru,0,1,1,0,1,1,0,1,1,0
dezastruos,0,1,1,0,0,1,0,1,0,0
dezavantaj,0,1,0,0,0,0,0,0,0,0
dezbatere,1,0,0,0,0,0,0,0,0,0
dezbrăcat,0,1,1,1,1,1,0,1,0,0
dezertare,0,1,0,0,0,1,0,0,0,0
dezertare,0,1,0,0,0,0,0,0,0,0
dezgolire,0,1,0,0,0,0,0,0,0,0
dezgust,0,1,1,0,1,1,0,1,0,0
dezgust,0,1,0,0,1,0,0,0,0,0
dezgustător,0,1,1,0,1,1,0,0,0,0
deziluzie,0,1,1,0,1,0,0,1,0,0
dezinfectare,1,0,0,0,0,0,0,0,0,0
dezinformare,0,1,1,0,0,1,0,0,0,0
dezintegra,0,1,0,0,1,1,0,0,0,0
dezintegrare,0,1,0,0,0,0,0,0,0,0
dezinteresat,0,1,0,0,0,0,0,0,0,0
dezirabil,1,0,0,0,0,0,0,0,0,0
dezmăț,0,1,0,0,1,1,0,0,0,0
dezmembrare,0,1,0,0,1,1,0,1,0,0
deznădăjduit,0,1,0,0,0,1,0,1,0,0
dezolare,0,1,0,0,0,1,0,1,0,0
dezonoare,0,1,1,0,1,1,0,1,0,0
dezordonat,0,1,0,0,0,0,0,0,0,0
dezordonat,0,1,1,0,0,1,0,0,1,0
dezorganizat,0,1,0,0,0,0,0,0,0,0
dezorientat,0,1,0,0,0,1,0,0,1,0
dezumfla,0,1,1,0,0,0,0,1,0,0
dezvăluite,0,0,0,0,0,0,0,0,0,1
dezvolta,1,0,0,1,0,0,0,0,0,0
diabolic,0,1,1,0,1,1,0,0,0,0
diacon,0,0,0,0,0,0,0,0,0,1
diagnostic,0,1,0,1,0,1,0,0,0,1
diagramă,0,0,0,0,0,0,0,0,0,1
diamant,1,0,0,0,0,0,1,0,0,0
diaree,0,0,0,0,1,0,0,0,0,0
diatribă,0,1,1,0,1,0,0,0,0,0
diavol,0,1,1,1,1,1,0,1,0,0
diavolesc,0,1,0,0,1,1,0,0,0,0
dictator,0,1,0,0,0,1,0,0,0,0
dictatorial,0,1,1,0,0,0,0,0,0,0
dictatură,0,1,1,1,1,1,0,1,0,0
dicționar,1,0,0,0,0,0,0,0,0,1
dicton,0,0,0,0,0,0,0,0,0,1
didactic,1,0,0,0,0,0,0,0,0,0
dietetic,1,0,0,1,0,0,0,0,0,0
diferențial,0,0,0,0,0,0,0,0,0,1
diferit,0,0,0,0,0,0,0,0,1,0
dificil,0,0,0,0,0,1,0,0,0,0
dificultate,0,1,1,0,0,1,0,1,0,0
dificultate,0,1,0,0,0,0,0,1,0,0
dificultăți,0,1,0,0,0,0,0,1,0,0
difuza,1,0,0,0,0,0,0,0,0,0
dig,0,0,0,0,0,1,0,0,0,0
diligență,1,0,0,0,0,0,0,0,0,1
dilua,0,1,0,0,0,0,0,0,0,0
dimineață,0,0,0,1,0,0,0,0,0,0
diminua,0,1,0,0,0,0,0,1,0,0
diminuat,0,1,0,0,0,0,0,0,0,0
dinamic,0,0,0,0,0,0,0,0,1,0
dinozaur,0,0,0,0,0,1,0,0,0,0
dinte,0,0,0,0,0,1,0,0,0,0
diplomatic,1,0,0,0,0,0,0,0,0,1
diplomație,1,0,0,1,0,0,0,0,0,1
director,1,0,0,0,0,0,0,0,0,1
disciplină,0,1,0,0,0,1,0,0,0,0
discipol,0,0,0,0,0,0,0,0,0,1
disconfort,0,1,0,0,0,0,0,1,0,0
discontinuitate,0,1,0,0,1,1,0,1,0,0
discordanță,0,1,1,0,0,1,0,0,0,0
discordie,0,1,1,0,1,0,0,0,0,0
discredita,0,1,0,0,0,0,0,0,0,0
discredita,0,1,1,0,1,0,0,1,0,0
discret,1,0,0,1,0,0,0,0,0,0
discreție,1,0,0,1,0,0,0,0,0,1
discreționar,1,0,0,0,0,0,0,0,0,0
discriminare,0,1,1,0,1,1,0,1,0,0
discriminatoriu,0,1,0,0,1,0,0,0,0,0
discutabil,0,1,1,0,1,1,0,0,0,0
discutabil,0,1,0,0,0,0,0,0,0,0
discuție,1,0,0,0,0,0,0,0,0,0
disecție,0,0,0,0,1,0,0,0,0,0
disensiune,0,1,1,0,0,0,0,0,0,0
disident,0,1,0,0,0,0,0,0,0,0
disident,0,1,1,0,0,1,0,0,0,0
disliked,0,1,1,0,0,0,0,1,0,0
dislocat,0,1,1,0,1,1,0,1,0,0
disonanță,0,1,1,0,0,0,0,0,0,0
dispărea,0,0,0,0,0,1,0,0,0,0
dispărea,0,0,0,0,0,0,0,0,1,0
disparitate,0,1,1,0,1,0,0,1,0,0
dispariție,0,0,0,0,0,0,0,1,1,0
dispărut,0,1,0,0,0,0,0,1,0,0
dispărut,0,1,0,0,0,0,0,1,0,0
dispărut,0,1,0,0,0,1,0,1,0,0
dispărut,0,1,0,0,0,1,0,1,1,0
disperare,0,1,1,0,1,1,0,1,0,0
disperat,0,1,0,0,0,0,0,0,0,0
dispersare,0,1,0,0,0,0,0,0,0,0
dispoziție,0,1,0,0,0,0,0,0,0,0
dispreț,0,1,1,0,1,1,0,0,0,0
dispreț,0,1,1,0,1,0,0,0,0,0
dispreț,0,1,0,0,0,0,0,0,0,0
dispreț,0,1,1,0,0,0,0,0,0,0
disprețui,0,1,1,0,1,0,0,0,0,0
disprețuitor,0,1,1,0,0,0,0,0,0,0
dispune,0,0,0,0,1,0,0,0,0,0
dispuse,1,0,0,1,0,0,0,0,0,1
dispută,0,1,1,0,0,0,0,0,0,0
distilare,1,0,0,0,0,0,0,0,0,0
distincție,1,0,0,0,0,0,0,0,0,0
distinge,0,1,1,0,0,0,0,1,0,0
distra,1,0,0,0,0,0,1,0,0,0
distra,1,0,0,0,0,0,1,0,0,0
distracție,0,1,0,0,0,0,0,0,0,0
distracție,1,0,0,1,0,0,1,0,0,0
distractiv,1,0,0,1,0,0,1,0,0,0
distrag,0,1,1,1,0,0,0,0,0,0
distressed,0,1,0,0,0,1,0,0,0,0
distructiv,0,1,1,0,1,1,0,0,0,0
distrugător,0,1,1,0,0,1,0,0,0,0
distruge,0,1,1,0,0,1,0,1,0,0
distrugere,0,1,1,0,0,0,0,0,0,0
distrus,0,1,1,0,0,1,0,1,0,0
divaga,0,1,0,1,0,0,0,0,0,0
divan,0,0,0,0,0,0,0,0,0,1
divergent,0,1,0,0,0,0,0,0,1,0
divers,1,1,0,0,0,0,0,0,0,0
diversificat,1,0,0,0,0,0,0,0,0,0
diversiune,1,0,0,0,0,0,0,0,1,0
divertisment,1,0,0,1,0,0,1,0,1,1
divinație,0,0,0,1,0,0,0,0,0,0
divinitate,1,0,0,0,0,0,0,0,0,0
divorț,0,1,1,0,1,1,0,1,1,1
dizenterie,0,1,0,0,1,0,0,1,0,0
dizolvare,0,1,1,0,0,1,0,1,1,0
doamnă,1,0,1,0,1,0,0,0,0,1
dobândi,1,0,0,0,0,0,0,0,0,0
dobândirea,1,0,0,1,0,0,0,0,0,0
doctor,1,0,0,0,0,0,0,0,0,1
doctrină,0,0,0,0,0,0,0,0,0,1
dogmă,0,0,0,0,0,0,0,0,0,1
dolar,1,1,0,0,0,1,0,0,1,0
doliu,0,1,0,0,0,0,0,1,0,0
doliu,0,1,0,0,0,0,0,1,0,0
dolor,0,1,0,0,0,0,0,1,0,0
domina,1,1,1,0,0,1,0,0,0,0
dominant,0,1,0,0,0,1,0,0,0,0
dominație,0,1,1,0,0,1,0,1,0,0
dominion,0,0,0,0,0,1,0,0,0,1
domn,1,0,0,0,0,0,0,0,0,1
domn,1,0,0,0,0,0,0,0,0,1
domnișoară de onoare,1,0,0,0,0,0,1,0,0,1
don,1,0,0,0,0,0,0,0,0,1
donație,1,0,0,0,0,0,0,0,0,0
dorind,1,0,0,0,0,0,0,0,0,0
dorință,0,1,0,1,0,0,0,0,0,0
dorință,1,1,0,1,0,0,1,0,0,1
dornic,1,0,0,0,0,0,0,0,0,0
dornic,1,0,0,1,0,0,1,0,1,1
dornic,0,0,0,1,0,0,0,0,0,0
dornic de casă,0,1,0,0,0,0,0,1,0,0
dota,1,0,0,0,0,0,0,0,0,1
dotare,1,0,0,0,0,0,0,0,0,1
dovadă,0,0,0,0,0,0,0,0,0,1
dovedește,0,1,0,0,0,0,0,1,0,0
dovedi,1,0,0,0,0,0,0,0,0,0
dovedit,0,0,0,0,0,0,0,0,0,1
dragă,1,0,0,0,0,0,1,0,0,1
dragă,1,0,0,0,0,0,0,0,0,0
dragă,1,0,0,1,0,0,1,1,0,1
dragoste,1,0,0,0,0,0,1,0,0,0
drăguț,1,0,0,0,0,0,0,0,0,0
drapel,1,0,0,0,0,0,0,0,0,0
drenaj,0,1,0,0,0,0,0,0,0,0
drept,0,0,0,0,0,0,0,0,0,1
drept,1,0,0,0,0,0,0,0,0,0
drept,1,0,0,0,0,0,0,0,0,1
drepturi de autor,1,0,0,0,0,0,0,0,0,0
drogat,0,0,0,0,0,0,0,1,0,0
drool,0,0,0,0,1,0,0,0,0,0
dubios,0,1,0,0,0,1,0,0,0,1
duce,1,0,0,0,0,0,0,0,0,0
duel,0,0,1,1,0,1,0,0,0,0
duet,1,0,0,0,0,0,0,0,0,0
duioșie,1,0,0,0,0,0,1,0,0,0
dulce,1,0,0,1,0,0,1,0,1,1
dulciuri,1,0,0,1,0,0,1,0,0,0
dumnezeu,1,0,0,1,0,1,1,0,0,1
dungă,0,1,0,0,0,0,0,0,0,0
duplicitate,0,1,1,0,0,0,0,0,0,0
dur,0,1,1,0,1,0,0,0,0,0
dur,0,1,0,0,0,0,0,0,0,0
durabil,1,0,0,0,0,0,0,0,0,1
durabilitate,1,0,0,0,0,0,0,0,0,1
durea,0,1,0,0,0,0,0,1,0,0
durere,0,1,0,0,0,0,0,1,0,0
durere,0,1,0,0,0,0,0,1,0,0
durere,0,1,0,0,0,1,0,1,0,0
durere,0,1,0,0,0,1,0,1,0,0
durere de cap,0,1,0,0,0,0,0,0,0,0
dureros,0,1,0,0,0,0,0,1,0,0
dureros,0,1,1,0,0,1,0,0,0,0
dureros,0,1,1,0,0,1,0,1,0,0
dureros,0,1,1,0,1,1,0,1,0,0
duș,0,1,0,0,0,0,0,0,0,0
dușman,0,1,1,0,0,1,0,0,0,0
dușmănie,0,1,1,0,0,1,0,1,0,0
dușmănie de moarte,0,1,1,0,0,0,0,0,0,0
dwarfed,0,1,0,0,0,1,0,1,0,0
echilibrat,1,0,0,0,0,0,0,0,0,0
echilibru,1,0,0,0,0,0,0,0,0,0
echilibru,1,0,0,0,0,0,0,0,0,0
echipă,0,0,0,0,0,0,0,0,0,1
echipaj,0,0,0,0,0,0,0,0,0,1
echitabil,1,0,0,0,0,0,0,0,0,0
economie,0,0,0,0,0,0,0,0,0,1
economie,1,0,0,0,0,0,0,0,0,0
edict,0,1,0,0,0,1,0,0,0,0
edificare,1,0,0,1,0,0,1,0,0,1
ediție,0,0,0,1,0,0,0,0,0,0
educa,1,0,0,0,0,0,0,0,0,0
educat,1,0,0,0,0,0,0,0,0,0
efemeride,1,0,0,0,0,0,0,0,0,0
eficace,1,0,0,0,0,0,0,0,0,1
eficacitate,1,0,0,0,0,0,0,0,0,0
eficient,1,0,0,1,0,0,0,0,0,1
eficiență,1,0,0,0,0,0,0,0,0,0
efigie,0,0,1,0,0,0,0,0,0,0
efort,1,0,0,0,0,0,0,0,0,0
egalitate,1,0,0,0,0,0,1,0,0,1
egoist,0,1,1,0,1,0,0,0,0,0
egoistă,0,1,0,0,1,0,0,0,0,0
ejaculare,1,0,0,1,0,0,1,0,1,1
elaborare,1,0,0,0,0,0,0,0,0,0
